"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","score_TRI","score_ORTH","score_SATISFICE","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_BOTH","score_ABS","score_niceABS","score_TVERSKY","tv_type","top_score","top_type","range","interpretation","score_SCALED"
"UH8DS","121","fall21","asynch","starttime",1,"",FALSE,32.952,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UH8DS","121","fall21","asynch","starts",2,"",FALSE,15.203,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UH8DS","121","fall21","asynch","meets",3,"",FALSE,35.485,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UH8DS","121","fall21","asynch","endtime",4,"O",FALSE,50.001,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"UH8DS","121","fall21","asynch","midpoint",5,"",FALSE,66.966,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UQTQ6","111","fall21","asynch","starttime",1,"A",FALSE,49.661,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"UQTQ6","111","fall21","asynch","starts",2,"E",FALSE,12.979,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"UQTQ6","111","fall21","asynch","meets",3,"Z",FALSE,30.164,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"UQTQ6","111","fall21","asynch","endtime",4,"U",FALSE,40.432,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"UQTQ6","111","fall21","asynch","midpoint",5,"U",FALSE,67.892,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"PJYUH","121","fall21","asynch","starttime",1,"F",TRUE,69.582,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"PJYUH","121","fall21","asynch","starts",2,"K",TRUE,13.845,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"PJYUH","121","fall21","asynch","meets",3,"F",TRUE,18.448,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"PJYUH","121","fall21","asynch","endtime",4,"H",TRUE,20.653,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"PJYUH","121","fall21","asynch","midpoint",5,"A",TRUE,11.915,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"60VNG","121","fall21","asynch","starttime",1,"O",FALSE,33.011,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"60VNG","121","fall21","asynch","starts",2,"",FALSE,18.376,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"60VNG","121","fall21","asynch","meets",3,"",FALSE,23.194,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"60VNG","121","fall21","asynch","endtime",4,"O",FALSE,26.413,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"60VNG","121","fall21","asynch","midpoint",5,"",FALSE,55.465,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"EA6YH","111","fall21","asynch","starttime",1,"A",FALSE,19.506,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"EA6YH","111","fall21","asynch","starts",2,"E",FALSE,24.751,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"EA6YH","111","fall21","asynch","meets",3,"Z",FALSE,34.317,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"EA6YH","111","fall21","asynch","endtime",4,"DE",FALSE,42.08,2,-0.142857142857143,-0.166666666666667,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,-0.153846153846154,0,0,-0.142857142857143,"score_TV_start",-0.142857142857143,"score_TRI",0.0238095238095238,"?",0
"EA6YH","111","fall21","asynch","midpoint",5,"FG",FALSE,54.768,2,-0.181818181818182,-0.153846153846154,NA,0.19047619047619,-0.153846153846154,0.416666666666667,NA,0,-0.153846153846154,0,0,0.416666666666667,"score_TV_end",0.416666666666667,"score_TVERSKY",0.598484848484849,"?",0
"UO0XA","121","fall21","asynch","starttime",1,"",FALSE,15.705,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UO0XA","121","fall21","asynch","starts",2,"",FALSE,6.887,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"UO0XA","121","fall21","asynch","meets",3,"O",FALSE,13.719,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"UO0XA","121","fall21","asynch","endtime",4,"D",FALSE,57.065,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"UO0XA","121","fall21","asynch","midpoint",5,"A",TRUE,45.308,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"6VLV8","121","fall21","asynch","starttime",1,"",FALSE,36.933,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"6VLV8","121","fall21","asynch","starts",2,"C",FALSE,36.768,1,-0.0833333333333333,NA,-0.0769230769230769,-0.1,-0.0833333333333333,-0.0769230769230769,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_end",-0.0769230769230769,"score_TVERSKY",0.0064102564102564,"?",0
"6VLV8","121","fall21","asynch","meets",3,"",FALSE,28.888,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"6VLV8","121","fall21","asynch","endtime",4,"O",FALSE,36.809,1,-0.0714285714285714,NA,0.5,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.5,"score_SATISFICE",0.571428571428571,"Satisfice",-0.5
"6VLV8","121","fall21","asynch","midpoint",5,"X",FALSE,56.859,1,-0.0769230769230769,NA,-0.0769230769230769,0.5,0.5,NA,NA,0,-0.0714285714285714,0,0,0.5,"score_TV_max",0.5,"score_TVERSKY",0.576923076923077,"?",0
"KPZTN","121","fall21","asynch","starttime",1,"O",FALSE,37.427,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"KPZTN","121","fall21","asynch","starts",2,"J",FALSE,9.305,1,-0.0833333333333333,NA,-0.0769230769230769,0.333333333333333,-0.0833333333333333,-0.0769230769230769,1,0,-0.0714285714285714,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.08333333333333,"?",0
"KPZTN","121","fall21","asynch","meets",3,"O",FALSE,13.842,1,-0.0769230769230769,NA,-0.0909090909090909,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TRI",0.013986013986014,"?",0
"KPZTN","121","fall21","asynch","endtime",4,"D",FALSE,7.075,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"KPZTN","121","fall21","asynch","midpoint",5,"A",TRUE,24.347,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"W8QQ3","121","fall21","asynch","starttime",1,"F",TRUE,40.306,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"W8QQ3","121","fall21","asynch","starts",2,"K",TRUE,9.805,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"W8QQ3","121","fall21","asynch","meets",3,"F",TRUE,16.057,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"W8QQ3","121","fall21","asynch","endtime",4,"H",TRUE,7.991,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"W8QQ3","121","fall21","asynch","midpoint",5,"A",TRUE,26.364,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"7BV0L","111","fall21","asynch","starttime",1,"A",FALSE,22.101,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"7BV0L","111","fall21","asynch","starts",2,"E",FALSE,11.024,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"7BV0L","111","fall21","asynch","meets",3,"Z",FALSE,13.937,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"7BV0L","111","fall21","asynch","endtime",4,"U",FALSE,84.238,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"7BV0L","111","fall21","asynch","midpoint",5,"U",FALSE,74.202,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"K5PDZ","111","fall21","asynch","starttime",1,"F",TRUE,29.374,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"K5PDZ","111","fall21","asynch","starts",2,"K",TRUE,21.9,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"K5PDZ","111","fall21","asynch","meets",3,"F",TRUE,19.298,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"K5PDZ","111","fall21","asynch","endtime",4,"H",TRUE,8.816,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"K5PDZ","111","fall21","asynch","midpoint",5,"O",TRUE,19.156,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"GB4TH","111","fall21","asynch","starttime",1,"A",FALSE,13.189,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"GB4TH","111","fall21","asynch","starts",2,"E",FALSE,7.305,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"GB4TH","111","fall21","asynch","meets",3,"O",FALSE,39.29,1,-0.0833333333333333,0,NA,0.166666666666667,0.5,-0.0833333333333333,-0.0909090909090909,0,-0.0769230769230769,0,0,0.5,"score_TV_start",0.5,"score_TVERSKY",0.583333333333333,"?",0
"GB4TH","111","fall21","asynch","endtime",4,"D",FALSE,45.679,1,-0.0714285714285714,-0.0833333333333333,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0119047619047619,"?",0
"GB4TH","111","fall21","asynch","midpoint",5,"O",TRUE,52.41,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"X8P7E","111","fall21","asynch","starttime",1,"A",FALSE,14.227,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"X8P7E","111","fall21","asynch","starts",2,"E",FALSE,11.496,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"X8P7E","111","fall21","asynch","meets",3,"Z",FALSE,12.157,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"X8P7E","111","fall21","asynch","endtime",4,"",FALSE,12.013,0,0,0,NA,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"X8P7E","111","fall21","asynch","midpoint",5,"O",TRUE,29.618,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"DGJQ3","111","fall21","asynch","starttime",1,"CF",FALSE,21.534,2,0.923076923076923,-0.166666666666667,NA,1,0.923076923076923,0.928571428571429,NA,0,0.423076923076923,0,0,1,"score_TV_max",1,"score_TVERSKY",1.16666666666667,"?",0
"DGJQ3","111","fall21","asynch","starts",2,"K",TRUE,16.186,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"DGJQ3","111","fall21","asynch","meets",3,"O",FALSE,7.608,1,-0.0833333333333333,0,NA,0.166666666666667,0.5,-0.0833333333333333,-0.0909090909090909,0,-0.0769230769230769,0,0,0.5,"score_TV_start",0.5,"score_TVERSKY",0.583333333333333,"?",0
"DGJQ3","111","fall21","asynch","endtime",4,"B",FALSE,8.462,1,-0.0714285714285714,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,-0.0769230769230769,0,0,1,"score_TV_start",1,"score_TVERSKY",1.08333333333333,"Tversky",0.5
"DGJQ3","111","fall21","asynch","midpoint",5,"O",TRUE,14.485,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"N34B6","111","fall21","asynch","starttime",1,"F",TRUE,138.925,1,1,-0.0833333333333333,NA,0.5,1,-0.0714285714285714,NA,NA,0.5,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"Triangular",1
"N34B6","111","fall21","asynch","starts",2,"K",TRUE,14.767,1,1,-0.0833333333333333,NA,0.25,0.5,-0.0769230769230769,-0.0769230769230769,0,0.5,1,1,0.5,"score_TV_start",1,"score_TRI",1.08333333333333,"?",0
"N34B6","111","fall21","asynch","meets",3,"F",TRUE,118.254,1,1,0,NA,0.166666666666667,-0.0833333333333333,1,-0.0909090909090909,0,0.5,1,1,1,"score_TV_end",1,"score_TRI",1,"?",0
"N34B6","111","fall21","asynch","endtime",4,"H",TRUE,15.11,1,1,-0.0833333333333333,NA,0.5,-0.0714285714285714,1,NA,NA,0.5,1,1,1,"score_TV_end",1,"score_TRI",1.08333333333333,"Triangular",1
"N34B6","111","fall21","asynch","midpoint",5,"O",TRUE,13.364,1,1,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,0.5,1,1,-0.0769230769230769,"score_TV_start",1,"score_TRI",1.07692307692308,"?",0
"02DBM","121","fall21","asynch","starttime",1,"F",TRUE,273.493,1,1,NA,-0.0833333333333333,0.5,1,-0.0714285714285714,NA,NA,1,1,1,1,"score_TV_start",1,"score_TRI",1.08333333333333,"both tri + orth",0
"02DBM","121","fall21","asynch","starts",2,"K",TRUE,16.104,1,1,NA,-0.0769230769230769,0.333333333333333,1,-0.0769230769230769,-0.0769230769230769,0,1,1,1,1,"score_TV_start",1,"score_TRI",1.07692307692308,"both tri + orth",0
"02DBM","121","fall21","asynch","meets",3,"F",TRUE,77.184,1,-0.0769230769230769,NA,0.333333333333333,-0.0833333333333333,-0.0769230769230769,NA,-0.0769230769230769,0,-0.0714285714285714,1,0,-0.0769230769230769,"score_TV_start",0.333333333333333,"score_SATISFICE",0.41025641025641,"?",0
"02DBM","121","fall21","asynch","endtime",4,"H",TRUE,52.003,1,1,NA,-0.0769230769230769,0.5,-0.0714285714285714,1,NA,NA,1,1,1,1,"score_TV_end",1,"score_TRI",1.07692307692308,"both tri + orth",0
"02DBM","121","fall21","asynch","midpoint",5,"A",TRUE,24.343,1,1,NA,-0.0769230769230769,-0.0833333333333333,-0.0833333333333333,NA,NA,0,1,1,1,-0.0833333333333333,"score_TV_max",1,"score_TRI",1.08333333333333,"both tri + orth",0
"7DJGJ","121","fall21","asynch","starttime",1,"A",FALSE,40.599,1,-0.0714285714285714,NA,0.333333333333333,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",0.333333333333333,"score_SATISFICE",0.404761904761905,"?",0
"7DJGJ","121","fall21","asynch","starts",2,"J",FALSE,6.73,1,-0.0833333333333333,NA,-0.0769230769230769,0.333333333333333,-0.0833333333333333,-0.0769230769230769,1,0,-0.0714285714285714,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.08333333333333,"?",0
"7DJGJ","121","fall21","asynch","meets",3,"B",FALSE,24.724,1,-0.0769230769230769,NA,-0.0909090909090909,0.5,-0.0769230769230769,NA,1,0,-0.0714285714285714,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.09090909090909,"?",0
"7DJGJ","121","fall21","asynch","endtime",4,"D",FALSE,10.267,1,-0.0714285714285714,NA,-0.0769230769230769,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,-0.0714285714285714,0,0,-0.0714285714285714,"score_TV_start",-0.0714285714285714,"score_TRI",0.0054945054945055,"?",0
"7DJGJ","121","fall21","asynch","midpoint",5,"AFG",FALSE,36.232,3,0.846153846153846,NA,-0.230769230769231,-0.25,-0.25,NA,NA,0,0.857142857142857,0,0,-0.25,"score_TV_max",0.846153846153846,"score_TRI",1.09615384615385,"?",0
"2CZP7","111","fall21","asynch","starttime",1,"A",FALSE,29.627,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"2CZP7","111","fall21","asynch","starts",2,"E",FALSE,16.185,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"2CZP7","111","fall21","asynch","meets",3,"Z",FALSE,33.683,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"2CZP7","111","fall21","asynch","endtime",4,"U",FALSE,127.676,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"2CZP7","111","fall21","asynch","midpoint",5,"B",FALSE,63.714,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"YJN2B","121","fall21","asynch","starttime",1,"",FALSE,32.685,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YJN2B","121","fall21","asynch","starts",2,"",FALSE,10.854,0,0,NA,0,0,0,0,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YJN2B","121","fall21","asynch","meets",3,"",FALSE,23.9,0,0,NA,0,0,0,NA,0,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YJN2B","121","fall21","asynch","endtime",4,"",FALSE,0.004,0,0,NA,0,0,0,0,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"YJN2B","121","fall21","asynch","midpoint",5,"",FALSE,103.732,0,0,NA,0,0,0,NA,NA,0,0,0,0,0,"score_TV_max",0,"score_TRI",0,"blank",0
"VRHYF","111","fall21","asynch","starttime",1,"A",FALSE,4.836,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"VRHYF","111","fall21","asynch","starts",2,"E",FALSE,11.345,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"VRHYF","111","fall21","asynch","meets",3,"Z",FALSE,8.759,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"VRHYF","111","fall21","asynch","endtime",4,"U",FALSE,26.303,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"VRHYF","111","fall21","asynch","midpoint",5,"U",FALSE,61.103,1,-0.0909090909090909,1,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0.5,0,0,0.5,"score_TV_end",1,"score_ORTH",1.09090909090909,"?",0
"694WT","111","fall21","asynch","starttime",1,"A",FALSE,27.273,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"694WT","111","fall21","asynch","starts",2,"J",FALSE,250.218,1,-0.0833333333333333,-0.0833333333333333,NA,0.25,-0.0909090909090909,-0.0769230769230769,1,0,-0.0769230769230769,0,0,1,"score_TV_duration",1,"score_TVERSKY",1.08333333333333,"?",0
"694WT","111","fall21","asynch","meets",3,"Z",FALSE,106.845,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
"694WT","111","fall21","asynch","endtime",4,"U",FALSE,73.797,1,-0.0714285714285714,1,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_start",1,"score_ORTH",1.07142857142857,"Orthogonal",-1
"694WT","111","fall21","asynch","midpoint",5,"F",FALSE,289.179,1,-0.0909090909090909,-0.0769230769230769,NA,-0.142857142857143,-0.0769230769230769,-0.0833333333333333,NA,0,-0.0769230769230769,0,0,-0.0769230769230769,"score_TV_start",-0.0769230769230769,"score_TVERSKY",0.013986013986014,"?",0
"QADB9","111","fall21","asynch","starttime",1,"A",FALSE,204.844,1,-0.0769230769230769,1,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,NA,0.5,0,0,-0.0714285714285714,"score_TV_end",1,"score_ORTH",1.07692307692308,"Orthogonal",-1
"QADB9","111","fall21","asynch","starts",2,"E",FALSE,9.039,1,-0.0833333333333333,1,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0.5,0,0,-0.0769230769230769,"score_TV_end",1,"score_ORTH",1.08333333333333,"?",0
"QADB9","111","fall21","asynch","meets",3,"Z",FALSE,34.132,1,0,1,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0.5,0,0,0,"score_TV_end",1,"score_ORTH",1,"?",0
