"subject","condition","pretty_condition","study","term","mode","q","question","correct","rt_s","response","num_o","ROTATION","SHAPE"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,19.792,"Z",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,85.643,"U",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,105.625,"U",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.045,"EG",2,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,77.034,"BF",2,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,27.545,"M",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,18.915,"I",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,63.812,"X",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,9.588,"BF",2,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.729,"B",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,36.348,"FX",2,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,28.318,"B",1,"0","TRI"
"U2F64","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,39.238,"F",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,23.636,"A",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,19.837,"E",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,28.252,"Z",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,65.201,"U",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,157.655,"F",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.488,"EG",2,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,21.73,"BF",2,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,63.982,"E",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,27.44,"I",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,83.531,"",0,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,12.558,"BF",2,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,12.93,"B",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,87.27,"FX",2,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,44.92,"B",1,"0","TRI"
"59MBJ","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,74.211,"F",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,23.086,"A",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,35.892,"E",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,24.029,"A",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,16.007,"DE",2,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,47.167,"U",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.416,"EG",2,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,23.052,"BF",2,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,33.242,"E",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,38.383,"",0,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,33.806,"X",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,9.058,"BF",2,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,9.575,"B",1,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,33.445,"FX",2,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,36.135,"",0,"0","TRI"
"Q77EC","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,48.718,"",0,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,33.216,"A",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,11.753,"E",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,62.108,"Z",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,137.256,"U",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,184.192,"K",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,8.248,"EG",2,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,21.492,"BF",2,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,98.803,"E",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,252.181,"I",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,55.474,"Z",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,12.319,"BF",2,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.549,"B",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,264.357,"FX",2,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,62.197,"B",1,"0","TRI"
"JJTSL","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,92.879,"EF",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,38.423,"A",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,7.146,"E",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,11.973,"Z",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,46.063,"U",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,65.025,"FU",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,18.703,"EG",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,19.667,"BF",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,35.578,"E",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,15.572,"I",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,12.701,"Z",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,7.442,"BF",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.749,"B",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,54.341,"FX",2,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,27.426,"B",1,"0","TRI"
"CKA0U","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,31.973,"EF",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,24.604,"A",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,12.654,"E",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,15.401,"Z",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,21.703,"U",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,53.197,"HK",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,7.206,"EG",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,12.948,"BF",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,51.039,"IJ",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,16.436,"I",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,31.115,"E",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,8.423,"BF",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.445,"B",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,25.296,"FX",2,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,13.075,"B",1,"0","TRI"
"RT8OF","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,22.324,"BE",2,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",TRUE,30.396,"F",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,13.69,"K",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",TRUE,64.492,"F",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,20.016,"H",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,31.616,"O",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,12.491,"EG",2,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,37.448,"OX",2,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",TRUE,76.709,"G",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,38.762,"",0,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,10.224,"E",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",TRUE,11.55,"LM",2,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,11.514,"G",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,26.412,"EF",2,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",TRUE,19.941,"X",1,"0","TRI"
"1AHKL","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",TRUE,15.57,"KX",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,16.569,"A",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,9.99,"E",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,23.531,"U",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,9.033,"DE",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,85.482,"O",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,9.591,"EG",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,20.047,"BF",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,47.026,"E",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,17.927,"",0,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,15.923,"B",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,9.352,"BF",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,7.865,"B",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,29.25,"BF",2,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,27.048,"B",1,"0","TRI"
"MTCEB","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,29.322,"B",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,15.525,"A",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,10.493,"E",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,73.669,"Z",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,10.357,"E",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",TRUE,144.37,"O",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,10.398,"EG",2,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,20.97,"BF",2,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,22.91,"E",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,40.549,"I",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,64.718,"X",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,14.868,"BF",2,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,5.194,"B",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,37.022,"FX",2,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,30.795,"B",1,"0","TRI"
"WYEDM","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,30.214,"E",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,34.698,"A",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,16.43,"E",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,31.293,"Z",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,111.739,"U",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,100.813,"U",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,14.135,"EG",2,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,38.159,"BDFJMNOZX",9,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,88.811,"IJM",3,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,14.986,"I",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,62.196,"IJ",2,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,15.444,"BF",2,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,9.781,"B",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,83.507,"FX",2,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,38.431,"B",1,"0","TRI"
"2Q16G","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,45.191,"BF",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",TRUE,25.148,"F",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",TRUE,5.677,"K",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",TRUE,9.933,"F",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",TRUE,23.607,"H",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,25.428,"JHKE",4,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,7.808,"EG",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",TRUE,15.427,"OX",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,30.458,"EG",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",FALSE,17.035,"E",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",TRUE,22.921,"E",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",TRUE,7.123,"LM",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",TRUE,5.812,"G",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",TRUE,33.817,"EF",2,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",TRUE,7.101,"X",1,"0","TRI"
"0BTAJ","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,23.41,"CO",2,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,16.413,"A",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,12.869,"E",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,15.426,"Z",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,57.645,"U",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,75.962,"U",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,9.656,"EG",2,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,41.535,"BF",2,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,34.635,"E",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,20.02,"I",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",10,"Which shift(s) end at the same time as F?",FALSE,48.642,"X",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",11,"Which shift(s) start at 12pm?",FALSE,13.456,"BF",2,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",12,"Which shift(s) start at the same time as F?",FALSE,12.197,"B",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",13,"Which 2 shifts end when Z begins?",FALSE,37.786,"FX",2,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",14,"Which shift(s) end at 3pm?",FALSE,42.788,"B",1,"0","TRI"
"ZUG5U","113","TRI-0","SGC4D","winter22","asynch",15,"Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",FALSE,155.326,"F",1,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",1,"Which shift(s) start at 11 am?",FALSE,10.591,"A",1,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",2,"Which shift(s) start at the same time as D?",FALSE,13.109,"E",1,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",3,"Which shift(s) begin when C ends?",FALSE,21.111,"A",1,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",4,"Which shift(s) end at 4 pm?",FALSE,17.403,"DE",2,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",5,"Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",FALSE,249.949,"U",1,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",6,"Which shift(s) are six hours long?",TRUE,8.06,"EG",2,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",7,"Which 2 shifts less than 5 hours long start at the same time?",FALSE,20.443,"BF",2,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",8,"Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",FALSE,71.655,"IJ",2,"0","TRI"
"YSO0M","113","TRI-0","SGC4D","winter22","asynch",9,"Which shift(s) begins before J begins and ends during B?",TRUE,20.181,"I",1,"0","TRI"
