"subject","condition","term","mode","question","q","response","correct","rt_s","num_o","pretty_condition","SHAPE","SCALE","pretty_mode","IMPASSE","score_TRI","score_ORTH","score_BOTH","score_SAT_left","score_SAT_right","score_TV_max","score_TV_start","score_TV_end","score_TV_duration","score_REF","score_ABS","score_niceABS","score_TVERSKY","tv_type","score_SATISFICE","sat_type","top_score","top_type","range","int2","interpretation","high_interpretation","override","score_SCALED","score_STATE"
"YD7QB","11311112","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,25.531,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YD7QB","11311112","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,10.982,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"YD7QB","11311112","summer22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,35.412,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YD7QB","11311112","summer22","asynch","Which shift(s) start at 12pm?",11,"ACDGHKLMNOPXZ",FALSE,68.418,13,"Tri-Equilateral","TRI","equilateral","online-replication","none",0.3125,-0.8125,-0.285714285714286,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.3125,"score_TRI",1.125,"frenzy","frenzy","neg.trans","",-0.5,"unknown"
"YD7QB","11311112","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,4.752,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YD7QB","11311112","summer22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,11.703,2,"Tri-Equilateral","TRI","equilateral","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YD7QB","11311112","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,20.03,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"YD7QB","11311112","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,22.08,2,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,43.03,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,70.013,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) begin when C ends?",3,"KO",FALSE,21.488,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.166666666666667,-0.1,-0.153846153846154,NA,NA,0.0416666666666667,0.416666666666667,-0.166666666666667,-0.181818181818182,0,0,0,0.416666666666667,"score_TV_start",NA,NA,0.416666666666667,"score_TVERSKY",0.583333333333333,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) end at 4 pm?",4,"EK",FALSE,20.078,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.142857142857143,-0.166666666666667,-0.153846153846154,NA,NA,-0.153846153846154,-0.142857142857143,-0.142857142857143,NA,0,0,0,-0.142857142857143,"score_TV_start",NA,NA,-0.142857142857143,"score_TRI",0.0238095238095238,"?","?","neg.trans","",-0.5,"unknown"
"XMCRU","11111112","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"K",FALSE,325.467,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,NA,NA,0,-0.0769230769230769,-0.0833333333333333,NA,0,0,0,0,"score_TV_max",NA,NA,0,"score_TVERSKY",0.0909090909090909,"?","?","neg.trans","",-0.5,"unknown"
"XMCRU","11111112","summer22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,29.153,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"XMCRU","11111112","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"FZ",FALSE,20.886,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,0.433333333333333,0.178571428571429,NA,NA,0.025,-0.125,0.178571428571429,-0.125,0,0,0,0.178571428571429,"score_TV_end",NA,NA,0.433333333333333,"score_ORTH",0.558333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,175.846,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,72.364,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) end at the same time as F?",10,"Z",FALSE,34.397,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,-0.0625,-0.0625,NA,NA,0.333333333333333,-0.0625,-0.0625,1,0,0,0,1,"score_TV_duration",NA,NA,1,"score_TVERSKY",1.0625,"Tversky","Tversky","pos.trans","",0.5,"tri-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,27.336,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,7.031,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"XMCRU","11111112","summer22","asynch","Which 2 shifts end when Z begins?",13,"F",FALSE,100.817,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0.5,0.5,0.333333333333333,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.5,"score_TRI",0,"?","?","neg.trans","",-0.5,"unknown"
"XMCRU","11111112","summer22","asynch","Which shift(s) end at 3pm?",14,"X",TRUE,12.047,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,-0.0588235294117647,0.5,NA,NA,0.25,NA,1,-0.0666666666666667,0,1,1,1,"score_TV_end",NA,NA,1,"score_TRI",1.05882352941176,"Triangular","Triangular","triangular","",1,"tri-like"
"XMCRU","11111112","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"KX",TRUE,25.947,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,-0.133333333333333,0.5,NA,NA,0.666666666666667,-0.117647058823529,NA,NA,0,1,1,0.666666666666667,"score_TV_max",NA,NA,1,"score_TRI",1.13333333333333,"Triangular","Triangular","triangular","",1,"tri-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,34.001,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,8.752,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,37.026,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,73.618,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,81.338,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,16.034,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"QRHO8","11111112","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,15.631,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,45.425,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,32.734,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,92.025,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,8.413,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,12.997,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,45.779,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,28.701,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"QRHO8","11111112","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,31.641,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,17.204,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,14.04,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,64.249,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,54.142,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,95.684,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,15.115,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EMS03","11111112","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,25.734,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,69.764,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,38.147,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EMS03","11111112","summer22","asynch","Which shift(s) end at the same time as F?",10,"FX",FALSE,62.362,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.4375,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,42.261,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,20.531,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,62.057,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,47.457,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EMS03","11111112","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,41.677,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,7.011,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) start at the same time as D?",2,"E",FALSE,11.352,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0833333333333333,1,0.5,NA,NA,-0.111111111111111,-0.0909090909090909,-0.0769230769230769,-0.0769230769230769,0,0,0,-0.0769230769230769,"score_TV_end",NA,NA,1,"score_ORTH",1.08333333333333,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) begin when C ends?",3,"Z",FALSE,11.644,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0,1,0.5,NA,NA,-0.125,-0.0833333333333333,0,-0.0909090909090909,0,0,0,0,"score_TV_end",NA,NA,1,"score_ORTH",1,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) end at 4 pm?",4,"U",FALSE,44.266,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0714285714285714,1,0.5,NA,NA,-0.0769230769230769,-0.0714285714285714,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_start",NA,NA,1,"score_ORTH",1.07142857142857,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Coffee breaks happen halfway through a shift.</br> Which shift(s) share a break with I?",5,"U",FALSE,61.106,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0909090909090909,1,0.5,NA,NA,0.333333333333333,-0.0769230769230769,0.5,NA,0,0,0,0.5,"score_TV_end",NA,NA,1,"score_ORTH",1.09090909090909,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) are six hours long?",6,"EG",TRUE,9.062,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EJ13F","11111112","summer22","asynch","Which 2 shifts less than 5 hours long start at the same time?",7,"BF",FALSE,21.124,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.2,-0.125,-0.142857142857143,-0.125,0,0,0,-0.125,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) under 7 hours long starts before B starts, and ends after X ends?",8,"E",FALSE,25.733,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0666666666666667,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.06666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) begins before J begins and ends during B?",9,"I",TRUE,14.576,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",1,1,1,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,NA,1,"score_TRI",0,"both tri + orth","both tri + orth","pos.trans","",0.5,"tri-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) end at the same time as F?",10,"X",FALSE,44.606,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0714285714285714,-0.0625,-0.0625,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) start at 12pm?",11,"BF",FALSE,11.211,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) start at the same time as F?",12,"B",FALSE,6.282,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0625,1,0.5,NA,NA,-0.0666666666666667,-0.0625,NA,-0.0625,0,0,0,-0.0625,"score_TV_start",NA,NA,1,"score_ORTH",1.0625,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which 2 shifts end when Z begins?",13,"FX",FALSE,29.578,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",0.433333333333333,1,0.666666666666667,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,1,"score_ORTH",0.566666666666667,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Which shift(s) end at 3pm?",14,"B",FALSE,25.83,1,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.0588235294117647,1,0.5,NA,NA,-0.0714285714285714,NA,-0.0588235294117647,-0.0666666666666667,0,0,0,-0.0588235294117647,"score_TV_end",NA,NA,1,"score_ORTH",1.05882352941176,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"EJ13F","11111112","summer22","asynch","Coffee breaks happen halfway through a shift. </br>Which shifts share a break at 2pm?",15,"EF",FALSE,49.635,2,"Orth-Equilateral","ORTH","equilateral","online-replication","none",-0.125,1,0.5,NA,NA,-0.133333333333333,-0.117647058823529,NA,NA,0,0,0,-0.117647058823529,"score_TV_start",NA,NA,1,"score_ORTH",1.125,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
"DCKVC","11311112","summer22","asynch","Which shift(s) start at 11 am?",1,"A",FALSE,19.439,1,"Tri-Equilateral","TRI","equilateral","online-replication","none",-0.0769230769230769,1,0.5,NA,NA,-0.0833333333333333,-0.0769230769230769,-0.0714285714285714,NA,0,0,0,-0.0714285714285714,"score_TV_end",NA,NA,1,"score_ORTH",1.07692307692308,"Orthogonal","Orthogonal","orthogonal","",-1,"orth-like"
